Date,Latitude,Longitude,CD1  (/km^2),CD2  (/km^2),CD3  (/km^2),CD4  (/km^2),WD1 (g/km^2) ,WD2 (g/km^2) ,WD3 (g/km^2) ,WD4 (g/km^2) ,Sea State,Source,Info,Comments,
7/5/2012,14.5557,160.7487,,,,0.00,,,,0,,H. Carson,WNPG 2012,,
7/5/2012,14.5557,160.7487,,,,0.00,,,,0,,H. Carson,WNPG 2012,,
8/5/2012,15.7948,159.2038,,,,0.00,,,,0,,H. Carson,WNPG 2012,,
8/5/2012,15.7948,159.2038,,,,0.00,,,,0,,H. Carson,WNPG 2012,,
9/5/2012,17.4933,157.535,,,,0.00,,,,0,,H. Carson,WNPG 2012,,
10/5/2012,19.3057,156.22,,,,0.00,,,,0,,H. Carson,WNPG 2012,,
12/5/2012,22.0512,155.4182,,,,12.19,,,,"5,547.20",,H. Carson,WNPG 2012,,
13/05/2012,23.9013,155.2417,,,,36.55,,,,"2,516.53",,H. Carson,WNPG 2012,,
13/05/2012,23.9013,155.2417,,,,20.31,,,,"1,347.32",,H. Carson,WNPG 2012,,
14/05/2012,25.1033,154.1482,,,,130.78,,,,"50,242.43",,H. Carson,WNPG 2012,,
15/05/2012,26.358,152.2792,,,,18.57,,,,"27,365.59",,H. Carson,WNPG 2012,,
15/05/2012,26.7132,151.782,,,,18.00,,,,"14,993.25",,H. Carson,WNPG 2012,,
16/05/2012,27.7877,150.3495,,,,60.60,,,,"5,980.93",,H. Carson,WNPG 2012,,
16/05/2012,27.8875,150.1943,,,,8.54,,,,"4,269.14",,H. Carson,WNPG 2012,,
16/05/2012,27.8875,150.1943,,,,4.27,,,,"8,718.71",,H. Carson,WNPG 2012,,
17/05/2012,30.0408,147.59,,,,0.00,,,,0,,H. Carson,WNPG 2012,,
19/05/2012,32.8888,143.7253,,,,60.34,,,,"22,273.71",,H. Carson,WNPG 2012,,
19/05/2012,32.9825,143.425,,,,81.33,,,,"5,053.73",,H. Carson,WNPG 2012,,
19/05/2012,32.9825,143.425,,,,126.52,,,,"25,112.77",,H. Carson,WNPG 2012,,
15/06/2012,32.16,152.46,,,,5.23,,,,117.77,,H. Carson,WNPG 2012,,
15/06/2012,32.04,153.19,,,,22.14,,,,"1,591.30",,H. Carson,WNPG 2012,,
15/06/2012,32.0067,153.3833,,,,25.58,,,,"5,137.52",,H. Carson,WNPG 2012,,
15/06/2012,32.04,153.21,,,,16.60,,,,"11,961.28",,H. Carson,WNPG 2012,,
16/06/2012,31.08,155.33,,,,35.98,,,,"7,096.95",,H. Carson,WNPG 2012,,
16/06/2012,30.58,156.11,,,,68.18,,,,"21,573.72",,H. Carson,WNPG 2012,,
16/06/2012,31.05,155.46,,,,55.34,,,,"10,073.41",,H. Carson,WNPG 2012,,
17/06/2012,30.41,157.51,,,,11.07,,,,719.62,,H. Carson,WNPG 2012,,
17/06/2012,30.4016,158.0191,,,,30.82,,,,"2,234.65",,H. Carson,WNPG 2012,,
17/06/2012,30.39,158.04,,,,7.59,,,,275.16,,H. Carson,WNPG 2012,,
17/06/2012,30.2,158.4217,,,,201.83,,,,"68,584.08",,H. Carson,WNPG 2012,,
18/06/2012,30.12,158.55,,,,36.52,,,,"2,518.52",,H. Carson,WNPG 2012,,
18/06/2012,30.0962,160.0116,,,,190.36,,,,"121,648.92",,H. Carson,WNPG 2012,,
18/06/2012,30.14,160.53,,,,61.93,,,,"24,060.63",,H. Carson,WNPG 2012,,
18/06/2012,30.12,160.39,,,,100.53,,,,"7,026.20",,H. Carson,WNPG 2012,,
18/06/2012,30.1916,161.3383,,,,43.08,,,,"3,447.62",,H. Carson,WNPG 2012,,
18/06/2012,30.1152,160.309,,,,144.71,,,,"35,332.32",,H. Carson,WNPG 2012,,
19/06/2012,30.2556,163.0435,,,,98.63,,,,"6,506.03",,H. Carson,WNPG 2012,,
19/06/2012,30.28,163.59,,,,321.24,,,,"28,986.22",,H. Carson,WNPG 2012,,
19/06/2012,30.2949,164.2165,,,,185.82,,,,"38,155.87",,H. Carson,WNPG 2012,,
20/06/2012,30.3045,166.0915,,,,58.52,,,,"32,510.55",,H. Carson,WNPG 2012,,
20/06/2012,30.3397,166.2189,,,,195.07,,,,"13,482.59",,H. Carson,WNPG 2012,,
20/06/2012,30.33,166.2,,,,239.20,,,,"19,526.08",,H. Carson,WNPG 2012,,
20/06/2012,30.42,166.46,,,,174.28,,,,"42,512.53",,H. Carson,WNPG 2012,,
21/06/2012,29.5845,168.2213,,,,55.73,,,,"7,079.45",,H. Carson,WNPG 2012,,
21/06/2012,29.5261,168.3514,,,,42.35,,,,"3,389.29",,H. Carson,WNPG 2012,,
22/06/2012,29.1,170.03,,,,2.78,,,,222.6,,H. Carson,WNPG 2012,,
23/06/2012,28.55,173.1,,,,45.35,,,,"3,165.81",,H. Carson,WNPG 2012,,
23/06/2012,29.01,172.49,,,,15.81,,,,"5,039.73",,H. Carson,WNPG 2012,,
23/06/2012,29.1514,172.2652,,,,21.90,,,,"1,694.73",,H. Carson,WNPG 2012,,
23/06/2012,29.11,170.31,,,,1.03,,,,56.76,,H. Carson,WNPG 2012,,
24/06/2012,28.34,175.11,,,,21.40,,,,"1,230.49",,H. Carson,WNPG 2012,,
24/06/2012,28.2373,175.2428,,,,7.75,,,,387.59,,H. Carson,WNPG 2012,,
25/06/2012,29.51,179.45,,,,78.59,,,,"6,288.81",,H. Carson,WNPG 2012,,
25/06/2012,30.0095,-178.5613,,,,202.40,,,,"11,386.79",,H. Carson,WNPG 2012,,
26/06/2012,30.04,-178.41,,,,195.42,,,,"11,706.23",,H. Carson,WNPG 2012,,
26/06/2012,30.2152,-176.4467,,,,149.55,,,,"10,595.21",,H. Carson,WNPG 2012,,
26/06/2012,30.25,-176.28,,,,142.68,,,,"10,471.30",,H. Carson,WNPG 2012,,
26/06/2012,30.2856,-176.1427,,,,170.70,,,,"68,099.52",,H. Carson,WNPG 2012,,
26/06/2012,30.3412,-175.5211,,,,19.87,,,,"1,291.78",,H. Carson,WNPG 2012,,
27/06/2012,31.1021,-174.1443,,,,56.67,,,,"11,305.90",,H. Carson,WNPG 2012,,
27/06/2012,31.1517,-174.0432,,,,48.95,,,,"3,051.81",,H. Carson,WNPG 2012,,
27/06/2012,31.2573,-173.469,,,,186.21,,,,"14,286.82",,H. Carson,WNPG 2012,,
27/06/2012,31.3837,-173.2722,,,,98.95,,,,"21,109.21",,H. Carson,WNPG 2012,,
28/06/2012,30.3,-173.04,,,,110.61,,,,"8,064.22",,H. Carson,WNPG 2012,,
28/06/2012,30.546,-172.3667,,,,100.34,,,,"12,605.35",,H. Carson,WNPG 2012,,
28/06/2012,31.0304,-172.2703,,,,43.74,,,,"5,125.96",,H. Carson,WNPG 2012,66,
21/05/2009,30.8333,-146.9,,,,34.96,,,,"40,130.15",,H. Carson,ENPG 2009,,
22/05/2009,33.541,-144.916,,,,17.48,,,,"20,252.10",,H. Carson,ENPG 2009,,
23/05/2009,36.25,-142.9333,,,,43.49,,,,"50,315.89",,H. Carson,ENPG 2009,,
25/05/2009,36.45,-137.1667,,,,43.70,,,,"19,616.64",,H. Carson,ENPG 2009,,
19/07/2009,25.6667,-158.0333,,,,2.10,,,,"4,284.53",,H. Carson,ENPG 2009,,
20/07/2009,28.3667,-157.35,,,,5.22,,,,"3,867.61",,H. Carson,ENPG 2009,,
22/07/2009,33.65,-155.1667,,,,10.16,,,,"4,198.36",,H. Carson,ENPG 2009,,
23/07/2009,34.9333,-151.1167,,,,17.62,,,,"16,169.93",,H. Carson,ENPG 2009,,
24/07/2009,36.1167,-147.0333,,,,26.26,,,,"34,712.57",,H. Carson,ENPG 2009,,
25/07/2009,37.4833,-142.1,,,,5.33,,,,"6,109.85",,H. Carson,ENPG 2009,,
26/07/2009,37.85,-138,,,,0.61,,,,277.21,,H. Carson,ENPG 2009,,
23/07/2009,27.5667,-154.2,,,,1.64,,,,98.82,,H. Carson,ENPG 2009,,
25/07/2009,29.7333,-150.6167,,,,10.45,,,,"4,750.31",,H. Carson,ENPG 2009,,
26/07/2009,31.0667,-148.8,,,,9.23,,,,"8,854.48",,H. Carson,ENPG 2009,,
27/07/2009,32.5667,-147.4167,,,,4.51,,,,"3,879.38",,H. Carson,ENPG 2009,,
28/07/2009,34.4333,-145.8167,,,,5.31,,,,"3,546.05",,H. Carson,ENPG 2009,,
29/07/2009,36.5,-144.9,,,,9.21,,,,"7,447.62",,H. Carson,ENPG 2009,,
30/07/2009,37.9667,-143.4833,,,,8.32,,,,"4,459.81",,H. Carson,ENPG 2009,,
30/07/2009,27.5667,-157.3833,,,,1.20,,,,89.44,,H. Carson,ENPG 2009,,
21/07/2009,30.95,-157.35,,,,1.57,,,,694.34,,H. Carson,ENPG 2009,,
22/07/2009,33.4,-156.9333,,,,5.75,,,,"4,463.17",,H. Carson,ENPG 2009,,
23/07/2009,34.5,-153.25,,,,5.41,,,,"2,189.57",,H. Carson,ENPG 2009,,
24/07/2009,35.4167,-149.8833,,,,5.47,,,,"4,397.28",,H. Carson,ENPG 2009,,
25/07/2009,36,-146.3333,,,,5.17,,,,"2,131.34",,H. Carson,ENPG 2009,,
26/07/2009,36.5,-142.0833,,,,8.36,,,,"1,794.93",,H. Carson,ENPG 2009,,
27/07/2009,37.1667,-138.9167,,,,0.73,,,,"1,009.66",,H. Carson,ENPG 2009,,
28/07/2009,37.15,-138.9,,,,0.49,,,,24.56,,H. Carson,ENPG 2009,,
9/8/2009,36.27,-148.5395,,,,98.92,,,,"34,438.77",,H. Carson,ENPG 2009,,
12/8/2009,35.6247,-139.8972,,,,6.92,,,,"4,551.01",,H. Carson,ENPG 2009,,
13/08/2009,35.401,-136.7717,,,,1.53,,,,"2,255.39",,H. Carson,ENPG 2009,,
19/08/2009,22.4217,-159.5167,,,,0.44,,,,26.42,,H. Carson,ENPG 2009,,
20/08/2009,24.6667,-159.4667,,,,0.00,,,,0,,H. Carson,ENPG 2009,,
21/08/2009,27.4852,-158.3032,,,,4.11,,,,315.54,,H. Carson,ENPG 2009,,
23/08/2009,32.346,-157.5991,,,,9.24,,,,"4,870.07",,H. Carson,ENPG 2009,,
24/08/2009,33.9533,-155.8267,,,,20.71,,,,"8,941.12",,H. Carson,ENPG 2009,,
25/08/2009,35.8667,-152.5333,,,,12.58,,,,"9,651.00",,H. Carson,ENPG 2009,,
27/08/2009,37.0717,-148.6533,,,,13.01,,,,"5,246.81",,H. Carson,ENPG 2009,,
28/08/2009,36.1333,-142.15,,,,587.33,,,,"108,840.82",,H. Carson,ENPG 2009,,
29/08/2009,35.5483,-139.4417,,,,8.22,,,,"4,800.05",,H. Carson,ENPG 2009,,
30/08/2009,34.8083,-136.82,,,,2.75,,,,549.35,,H. Carson,ENPG 2009,,
31/08/2009,34.5883,-133.7417,,,,0.89,,,,832.35,,H. Carson,ENPG 2009,,
1/9/2009,34.7433,-131.535,,,,0.50,,,,25.08,,H. Carson,ENPG 2009,,
2/9/2009,34.6683,-129.1617,,,,0.52,,,,"1,058.45",,H. Carson,ENPG 2009,43,
2/8/2010,31.6442,-158.0152,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
3/8/2010,33.1199,-158.1481,,,,1.37,,,,68.6,,H. Carson,ENPG 2010,,
3/8/2010,33.6833,-158.05,,,,6.97,,,,"1,216.62",,H. Carson,ENPG 2010,,
3/8/2010,34.05,-157.9833,,,,1.26,,,,"2,581.77",,H. Carson,ENPG 2010,,
4/8/2010,35.5667,-157.5833,,,,8.23,,,,"1,333.22",,H. Carson,ENPG 2010,,
1/8/2010,35.4167,-157.4,,,,4.77,,,,381.87,,H. Carson,ENPG 2010,,
5/8/2010,34.4279,-155.8867,,,,3.13,,,,651.23,,H. Carson,ENPG 2010,,
5/8/2010,33.885,-155.53,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
6/8/2010,33.2667,-154.5,,,,11.72,,,,"5,747.89",,H. Carson,ENPG 2010,,
6/8/2010,33.3667,-154.25,,,,32.46,,,,"13,037.53",,H. Carson,ENPG 2010,,
7/8/2010,32.3608,-152.7967,,,,15.57,,,,"17,516.89",,H. Carson,ENPG 2010,,
8/8/2010,32.3193,-151.3663,,,,1.00,,,,80.03,,H. Carson,ENPG 2010,,
9/8/2010,33.8843,-148.678,,,,2.19,,,,151.35,,H. Carson,ENPG 2010,,
10/8/2010,34.9017,-147.2349,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
11/8/2010,35.7317,-146.0215,,,,6.02,,,,"6,123.69",,H. Carson,ENPG 2010,,
13/08/2010,35.593,-141.4937,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
1/8/2010,35.1167,-153.1667,,,,6.96,,,,"10,339.38",,H. Carson,ENPG 2010,,
4/8/2010,37.2667,-151.9,,,,10.93,,,,246.07,,H. Carson,ENPG 2010,,
5/8/2010,36.9833,-150.8167,,,,13.02,,,,900.48,,H. Carson,ENPG 2010,,
6/8/2010,36.9,-149.3,,,,33.46,,,,"6,837.65",,H. Carson,ENPG 2010,,
8/8/2010,37.1667,-146.0833,,,,17.10,,,,"4,295.55",,H. Carson,ENPG 2010,,
4/8/2010,34.23,-162.1567,,,,19.33,,,,"1,546.89",,H. Carson,ENPG 2010,,
8/8/2010,40.1867,-162.3583,,,,48.93,,,,"6,321.80",,H. Carson,ENPG 2010,,
7/8/2010,41.8767,-161.3617,,,,12.96,,,,"4,365.36",,H. Carson,ENPG 2010,,
10/8/2010,44.1433,-158.7833,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
27/07/2010,27.2333,-156.2833,,,,18.61,,,,"27,660.01",,H. Carson,ENPG 2010,,
28/07/2010,29.05,-155.3667,,,,178.01,,,,"51,093.23",,H. Carson,ENPG 2010,,
29/07/2010,30.8,-153.15,,,,44.53,,,,"24,194.55",,H. Carson,ENPG 2010,,
30/07/2010,32.7,-151.0167,,,,117.76,,,,"27,406.77",,H. Carson,ENPG 2010,,
2/8/2010,37.7667,-144.6333,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
3/8/2010,38.2167,-142.4833,,,,11.30,,,,"5,387.87",,H. Carson,ENPG 2010,,
7/8/2010,33.3667,-154.7333,,,,8.13,,,,416.76,,H. Carson,ENPG 2010,,
7/8/2010,33.5167,-154.8833,,,,13.95,,,,"10,103.05",,H. Carson,ENPG 2010,,
8/8/2010,35.2167,-153.2667,,,,75.94,,,,"14,958.41",,H. Carson,ENPG 2010,,
8/8/2010,35.2167,-153.2667,,,,32.54,,,,"13,387.19",,H. Carson,ENPG 2010,,
9/8/2010,36.1,-151.7833,,,,131.72,,,,"104,042.16",,H. Carson,ENPG 2010,,
9/8/2010,32.3333,-155.9333,,,,5.04,,,,113.34,,H. Carson,ENPG 2010,,
6/8/2010,31.6,-157.4333,,,,31.09,,,,"2,176.74",,H. Carson,ENPG 2010,,
9/8/2010,36.2167,-151.5,,,,44.52,,,,"14,718.12",,H. Carson,ENPG 2010,,
10/8/2010,37.1833,-148.6,,,,30.80,,,,"12,096.02",,H. Carson,ENPG 2010,,
29/07/2010,23.25,-157.9833,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
31/07/2010,27.1167,-157.0833,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
8/1/2010,29.65,-156.0833,,,,5.88,,,,406.65,,H. Carson,ENPG 2010,,
1/8/2010,29.65,-156.0833,,,,17.64,,,,"14,456.08",,H. Carson,ENPG 2010,,
3/8/2010,33.9,-155.0833,,,,4.58,,,,316.72,,H. Carson,ENPG 2010,,
3/8/2010,33.9,-155.0833,,,,9.16,,,,457.91,,H. Carson,ENPG 2010,,
4/8/2010,35.45,-154.5167,,,,6.24,,,,"12,743.88",,H. Carson,ENPG 2010,,
6/8/2010,37.7333,-150.95,,,,4.05,,,,202.53,,H. Carson,ENPG 2010,,
9/8/2010,41.4333,-145.0333,,,,5.81,,,,290.29,,H. Carson,ENPG 2010,,
10/8/2010,41.9833,-143.2167,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
27/07/2010,26.3833,-156.9333,,,,29.34,,,,"1,907.73",,H. Carson,ENPG 2010,,
28/07/2010,27.8833,-155.5167,,,,28.94,,,,"2,079.92",,H. Carson,ENPG 2010,,
29/07/2010,29.55,-153.5667,,,,13.48,,,,"9,758.53",,H. Carson,ENPG 2010,,
30/07/2010,31.1167,-151.3333,,,,12.23,,,,672.45,,H. Carson,ENPG 2010,,
31/07/2010,32.7,-149.7333,,,,2.83,,,,141.44,,H. Carson,ENPG 2010,,
2/8/2010,36.25,-146.9333,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
3/8/2010,37.6333,-146.0167,,,,0.70,,,,34.92,,H. Carson,ENPG 2010,,
4/8/2010,37.8667,-143.3333,,,,1.86,,,,627.97,,H. Carson,ENPG 2010,,
5/8/2010,38.0833,-141.0167,,,,1.44,,,,143.67,,H. Carson,ENPG 2010,,
6/8/2010,38.1667,-137.6833,,,,10.47,,,,717.39,,H. Carson,ENPG 2010,,
7/8/2010,38.3167,-134.7667,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
8/8/2010,38.15,-132.2,,,,0.54,,,,42.95,,H. Carson,ENPG 2010,,
27/07/2010,23.25,-156.8833,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
28/07/2010,24.5333,-155.1833,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
29/07/2010,26.1167,-153.3167,,,,30.43,,,,"1,521.46",,H. Carson,ENPG 2010,,
30/07/2010,27.8333,-151.3333,,,,4.79,,,,"9,781.71",,H. Carson,ENPG 2010,,
31/07/2010,29.9667,-149.95,,,,19.55,,,,"11,102.41",,H. Carson,ENPG 2010,,
1/8/2010,32.2667,-148.85,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
8/8/2010,34.7167,-147.7333,,,,4.43,,,,"1,490.86",,H. Carson,ENPG 2010,,
3/8/2010,36.4,-146.3667,,,,8.95,,,,"3,012.77",,H. Carson,ENPG 2010,,
4/8/2010,36.7167,-143.9167,,,,8.47,,,,"2,853.59",,H. Carson,ENPG 2010,,
5/8/2010,36.75,-141.3,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
6/8/2010,36.9,-138.7667,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
7/8/2010,37.3167,-135.8333,,,,0.00,,,,0,,H. Carson,ENPG 2010,,
2/8/2010,36.55,-148.9833,,,,102.33,,,,"32,969.78",,H. Carson,ENPG 2010,,
3/8/2010,36.6333,-146.6167,,,,91.88,,,,"11,054.42",,H. Carson,ENPG 2010,76,
24/07/2011,24.5333,-157.9667,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
25/07/2011,28.7167,-156.6833,,,,11.14,,,,663.75,,H. Carson,ENPG 2011,,
26/07/2011,31.5667,-153.5833,,,,59.47,,,,"6,725.89",,H. Carson,ENPG 2011,,
27/07/2011,34.5833,-151.5167,,,,93.06,,,,"30,559.18",,H. Carson,ENPG 2011,,
28/07/2011,37.25,-148.8833,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
29/07/2011,39.3333,-147.3167,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
30/07/2011,39.2167,-142.85,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
31/07/2011,38.8025,-138.6878,,,,21.22,,,,"2,112.68",,H. Carson,ENPG 2011,,
1/8/2011,38.85,-134.1,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
2/8/2011,38.5833,-130.1333,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
3/8/2011,39.1,-125.3167,,,,12.66,,,,"4,263.41",,H. Carson,ENPG 2011,,
27/07/2011,28.265,-157.4175,,,,21.72,,,,905.11,,H. Carson,ENPG 2011,,
29/07/2011,33.9758,-156.0402,,,,6.36,,,,"12,979.45",,H. Carson,ENPG 2011,,
30/07/2011,36.5049,-155.274,,,,58.79,,,,"120,047.68",,H. Carson,ENPG 2011,,
31/07/2011,37.4767,-156.675,,,,34.49,,,,"19,596.52",,H. Carson,ENPG 2011,,
1/8/2011,37.5417,-152.4833,,,,23.94,,,,"18,625.32",,H. Carson,ENPG 2011,,
1/8/2011,37.5277,-152.2349,,,,7.71,,,,"1,585.10",,H. Carson,ENPG 2011,,
3/8/2011,37.2667,-145.2667,,,,4.43,,,,"3,160.07",,H. Carson,ENPG 2011,,
7/8/2011,31.1333,-159.5167,,,,5.82,,,,290.91,,H. Carson,ENPG 2011,,
8/8/2011,34.1833,-159.1667,,,,46.96,,,,"6,524.58",,H. Carson,ENPG 2011,,
9/8/2011,36.1833,-158.2167,,,,29.33,,,,"1,947.45",,H. Carson,ENPG 2011,,
29/07/2011,29.8167,-156.9667,,,,1.84,,,,"1,708.99",,H. Carson,ENPG 2011,,
29/07/2011,30.9333,-156.5667,,,,4.45,,,,635.08,,H. Carson,ENPG 2011,,
30/07/2011,32.9,-155.6667,,,,7.34,,,,962.99,,H. Carson,ENPG 2011,,
26/07/2011,32.3833,-154.65,,,,44.76,,,,"6,515.52",,H. Carson,ENPG 2011,,
27/07/2011,33.9833,-151.3333,,,,31.71,,,,"16,280.18",,H. Carson,ENPG 2011,,
28/07/2011,35.9833,-148.8167,,,,17.58,,,,"7,834.67",,H. Carson,ENPG 2011,,
29/07/2011,37.3833,-146.0333,,,,6.20,,,,"12,667.55",,H. Carson,ENPG 2011,,
30/07/2011,37.1,-142.0333,,,,0.85,,,,58.65,,H. Carson,ENPG 2011,,
28/07/2011,26.0945,-157.3422,,,,32.05,,,,"2,217.10",,H. Carson,ENPG 2011,,
5/8/2011,36.3092,-150.9315,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
6/8/2011,35.775,-149.31,,,,54.96,,,,"34,583.88",,H. Carson,ENPG 2011,,
28/07/2011,32.95,-159.55,,,,11.75,,,,"6,786.41",,H. Carson,ENPG 2011,,
29/07/2011,38.9667,-161.7833,,,,0.36,,,,740.47,,H. Carson,ENPG 2011,,
30/07/2011,40.1167,-162.95,,,,13.26,,,,"16,140.45",,H. Carson,ENPG 2011,,
31/07/2011,43.0667,-160.2667,,,,3.12,,,,70.14,,H. Carson,ENPG 2011,,
2/8/2011,46.65,-151.7167,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
30/07/2011,38.0762,-152.3518,,,,4.51,,,,360.59,,H. Carson,ENPG 2011,,
29/07/2011,35.7733,-153.6367,,,,10.59,,,,"5,003.65",,H. Carson,ENPG 2011,,
31/07/2011,37.8873,-149.5742,,,,55.58,,,,"21,821.29",,H. Carson,ENPG 2011,,
2/8/2011,38.0007,-141.9933,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
3/8/2011,38.1875,-138.8018,,,,2.75,,,,190.41,,H. Carson,ENPG 2011,,
5/8/2011,36.6393,-128.1462,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
6/8/2011,35.7667,-124.5,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
24/07/2011,24.3667,-156.1667,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
25/07/2011,27.4833,-154.3,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
27/07/2011,32.4,-150.9667,,,,94.52,,,,"46,647.82",,H. Carson,ENPG 2011,,
29/07/2011,36.55,-146.5,,,,11.40,,,,911.94,,H. Carson,ENPG 2011,,
30/07/2011,36.1,-142.9,,,,693.96,,,,"41,348.58",,H. Carson,ENPG 2011,,
31/07/2011,35.7,-139.95,,,,15.18,,,,758.91,,H. Carson,ENPG 2011,,
1/8/2011,36,-136.1,,,,28.47,,,,"4,899.22",,H. Carson,ENPG 2011,,
30/07/2011,22.1333,-158.0833,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
30/07/2011,22.8333,-158.6667,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
31/07/2011,24.25,-156.7833,,,,12.46,,,,"1,240.33",,H. Carson,ENPG 2011,,
1/8/2011,25.5333,-155.5,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
2/8/2011,26.6333,-154.1667,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
3/8/2011,30.5,-150.4667,,,,8.44,,,,422.21,,H. Carson,ENPG 2011,,
4/8/2011,31.4,-148.1167,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
6/8/2011,35.1833,-147.7,,,,8.67,,,,693.55,,H. Carson,ENPG 2011,,
8/8/2011,33.4167,-144.7667,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
8/9/2011,33.7167,-139.45,,,,31.04,,,,"22,786.14",,H. Carson,ENPG 2011,,
10/8/2011,33.1667,-136.4333,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
13/08/2011,31.5667,-132.3,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
14/08/2011,31.5167,-127.8667,,,,0.00,,,,0,,H. Carson,ENPG 2011,,
16/08/2011,34.1667,-119.8,,,,0.00,,,,0,,H. Carson,ENPG 2011,65,
21/08/2012,31.2552,-158.1222,,,,43.78,,,,"3,503.51",,H. Carson,ENPG 2012,,
22/08/2012,31.6334,-156.0684,,,,92.23,,,,"13,586.79",,H. Carson,ENPG 2012,,
23/08/2012,33.0571,-153.8981,,,,42.18,,,,"30,962.47",,H. Carson,ENPG 2012,,
23/08/2012,32.9783,-154.145,,,,165.73,,,,"72,310.85",,H. Carson,ENPG 2012,,
18/08/2012,29.0717,-155.0567,,,,8.16,,,,564.44,,H. Carson,ENPG 2012,,
18/08/2012,30.025,-155.03,,,,0.05,,,,50.39,,H. Carson,ENPG 2012,,
19/08/2012,30.9867,-154.77,,,,40.19,,,,"17,649.01",,H. Carson,ENPG 2012,,
19/08/2012,30.985,-154.235,,,,40.55,,,,"5,736.70",,H. Carson,ENPG 2012,,
20/08/2012,30.775,-152.9033,,,,11.29,,,,"3,800.82",,H. Carson,ENPG 2012,,
20/08/2012,30.67,-152.4833,,,,61.69,,,,"7,506.86",,H. Carson,ENPG 2012,,
21/08/2012,30.6667,-150.885,,,,115.32,,,,"76,836.10",,H. Carson,ENPG 2012,,
21/08/2012,30.9017,-150.44,,,,113.37,,,,"63,786.24",,H. Carson,ENPG 2012,,
22/08/2012,31.49,-149.2467,,,,179.02,,,,"48,641.44",,H. Carson,ENPG 2012,,
22/08/2012,31.9917,-148.9783,,,,136.09,,,,"40,809.91",,H. Carson,ENPG 2012,,
23/08/2012,32.8967,-148.0717,,,,288.76,,,,"139,259.99",,H. Carson,ENPG 2012,,
23/08/2012,33.2733,-147.61,,,,169.26,,,,"53,054.33",,H. Carson,ENPG 2012,,
24/08/2012,34.3983,-146.6683,,,,91.82,,,,"31,693.10",,H. Carson,ENPG 2012,,
24/08/2012,34.765,-146.3617,,,,141.15,,,,"38,084.44",,H. Carson,ENPG 2012,,
25/08/2012,35.225,-144.7883,,,,46.38,,,,"5,813.64",,H. Carson,ENPG 2012,,
25/08/2012,35.3033,-144.2033,,,,92.65,,,,"19,225.32",,H. Carson,ENPG 2012,,
26/08/2012,35.6,-142.135,,,,36.34,,,,"2,544.12",,H. Carson,ENPG 2012,,
26/08/2012,35.4817,-141.5217,,,,54.91,,,,"7,213.12",,H. Carson,ENPG 2012,,
27/08/2012,35.4183,-139.385,,,,55.25,,,,"7,172.64",,H. Carson,ENPG 2012,,
27/08/2012,35.46,-138.7833,,,,42.25,,,,"6,092.02",,H. Carson,ENPG 2012,,
8/8/2012,30.25,-156.6,,,,9.13,,,,"3,073.13",,H. Carson,ENPG 2012,,
8/8/2012,30.5063,-156.3167,,,,27.56,,,,"12,402.44",,H. Carson,ENPG 2012,,
9/8/2012,32.0333,-154.3833,,,,77.11,,,,"48,846.15",,H. Carson,ENPG 2012,,
10/8/2012,33.05,-151.5667,,,,682.30,,,,"234,435.64",,H. Carson,ENPG 2012,,
11/8/2012,34.2513,-149.004,,,,460.82,,,,"177,134.99",,H. Carson,ENPG 2012,,
